"Source","Target"
"Kim, K.-H.","Jeon, B.-H."
"Kim, K.-H.","Deep, A."
"Kim, K.-H.","Yun, S.-T."
"Uchimiya, M.","Kwon, E.E."
"Uchimiya, M.","Jeon, B.-H."
"Uchimiya, M.","Deep, A."
"Uchimiya, M.","Yun, S.-T."
"Kwon, E.E.","Jeon, B.-H."
"Kwon, E.E.","Deep, A."
"Kwon, E.E.","Yun, S.-T."
"Jeon, B.-H.","Deep, A."
"Jeon, B.-H.","Yun, S.-T."
"Deep, A.","Yun, S.-T."
"D'Adamo, I.","Rosa, P."
"D'Adamo, I.","Terzi, S."
"Rosa, P.","Terzi, S."
"Cucchiella, F.","D'Adamo, I."
"Cucchiella, F.","Lenny Koh, S.C."
"Cucchiella, F.","Rosa, P."
"D'Adamo, I.","Lenny Koh, S.C."
"D'Adamo, I.","Rosa, P."
"Lenny Koh, S.C.","Rosa, P."
"Rosa, P.","Lenny Koh, S.C."
"D'Adamo, I.","Rosa, P."
"D'Adamo, I.","Terzi, S."
"Rosa, P.","Terzi, S."
"Ariza, E.","Di Teodoro, A."
"Carrera-Suarez, L.F.","Navarro-Mendez, D.V."
"Carrera-Suarez, L.F.","Baquero-Escudero, M."
"Carrera-Suarez, L.F.","Martinez, S."
"Carrera-Suarez, L.F.","Valero-Nogueira, A."
"Navarro-Mendez, D.V.","Baquero-Escudero, M."
"Navarro-Mendez, D.V.","Martinez, S."
"Navarro-Mendez, D.V.","Valero-Nogueira, A."
"Baquero-Escudero, M.","Martinez, S."
"Baquero-Escudero, M.","Valero-Nogueira, A."
"Martinez, S.","Valero-Nogueira, A."
"Diaz, V.H.H.","Luo, X.W."
"Diaz, V.H.H.","Huang, R."
"Diaz, V.H.H.","Cando, E."
"Luo, X.W.","Huang, R."
"Luo, X.W.","Cando, E."
"Huang, R.","Cando, E."
"Acosta, J.F.","Glez-de-Rivera, G."
"Acosta, J.F.","Garrido, J."
"Glez-de-Rivera, G.","Garrido, J."
"D'Haro, L.F.","Cordoba, R."
"D'Haro, L.F.","Salamea, C."
"D'Haro, L.F.","Echeverry, J.D."
"Cordoba, R.","Salamea, C."
"Cordoba, R.","Echeverry, J.D."
"Salamea, C.","Echeverry, J.D."
"Echeverry, J.D.","Salamea, C."
"Mndez, D.V.N.","Surez, L.F.C."
"Mndez, D.V.N.","Baquero-Escudero, M."
"Mndez, D.V.N.","Vila-Jimnez, A."
"Surez, L.F.C.","Baquero-Escudero, M."
"Surez, L.F.C.","Vila-Jimnez, A."
"Baquero-Escudero, M.","Vila-Jimnez, A."
"Vila-Jimnez, A.","Baquero-Escudero, M."
"Tapia-Rosero, A.","De Tr, G."
"Lujn-Mora, S.","Navarrete, R."
"Lujn-Mora, S.","Peafiel, M."
"Navarrete, R.","Peafiel, M."
"Botella, P.","Quesada, M."
"Botella, P.","Vicente, V."
"Botella, P.","Cabrera-Garca, A."
"Botella, P.","Fabregat, K."
"Quesada, M.","Vicente, V."
"Quesada, M.","Cabrera-Garca, A."
"Quesada, M.","Fabregat, K."
"Vicente, V.","Cabrera-Garca, A."
"Vicente, V.","Fabregat, K."
"Cabrera-Garca, A.","Fabregat, K."
"Botella, P.","Muniesa, C."
"Botella, P.","Vicente, V."
"Botella, P.","Fabregat, K."
"Botella, P.","Cabrera-Garca, A."
"Muniesa, C.","Vicente, V."
"Muniesa, C.","Fabregat, K."
"Muniesa, C.","Cabrera-Garca, A."
"Vicente, V.","Fabregat, K."
"Vicente, V.","Cabrera-Garca, A."
"Fabregat, K.","Cabrera-Garca, A."
"Onkarappa, N.","Aguilera-Carrasco, C.A."
"Onkarappa, N.","Vintimilla, B.X."
"Onkarappa, N.","Sappa, A.D."
"Aguilera-Carrasco, C.A.","Vintimilla, B.X."
"Aguilera-Carrasco, C.A.","Sappa, A.D."
"Vintimilla, B.X.","Sappa, A.D."
"Sappa, A.D.","Vintimilla, B.X."
"Calle-Jimenez, T.","Sanchez-Gordon, S."
"Calle-Jimenez, T.","Lujn-Mora, S."
"Sanchez-Gordon, S.","Lujn-Mora, S."
"Pea-Ortiz, R.","Domnech, J."
"Pea-Ortiz, R.","Gil, J.A."
"Pea-Ortiz, R.","Pont, A."
"Domnech, J.","Gil, J.A."
"Domnech, J.","Pont, A."
"Gil, J.A.","Pont, A."
"Pont, A.","Gil, J.A."
"Vaccaro, G.","Pelaez, J.I."
"Tern Zavala, M.C.","Rodrguez Coto, C.M.M."
"Tern Zavala, M.C.","Leyva, Y.R."
"Tern Zavala, M.C.","Bisset. Lazcano, C.J.A."
"Rodrguez Coto, C.M.M.","Leyva, Y.R."
"Rodrguez Coto, C.M.M.","Bisset. Lazcano, C.J.A."
"Leyva, Y.R.","Bisset. Lazcano, C.J.A."
"Carrera-Surez, F.","Navarro-Mndez, D."
"Carrera-Surez, F.","Baquero-Escudero, M."
"Carrera-Surez, F.","Snchez-Escuderos, D."
"Navarro-Mndez, D.","Baquero-Escudero, M."
"Navarro-Mndez, D.","Snchez-Escuderos, D."
"Baquero-Escudero, M.","Snchez-Escuderos, D."
"Navarro-Mendez, D.V.","Carrera-Suarez, L.F."
"Navarro-Mendez, D.V.","Baquero-Escudero, M."
"Navarro-Mendez, D.V.","Moy-Li, H.C."
"Carrera-Suarez, L.F.","Baquero-Escudero, M."
"Carrera-Suarez, L.F.","Moy-Li, H.C."
"Baquero-Escudero, M.","Moy-Li, H.C."
"Barba, L.","Rodrguez, N."
"Viola, J.","Baethge, E."
"Viola, J.","Berzoy, A."
"Viola, J.","Restrepo, J."
"Viola, J.","Quizhpi, F."
"Baethge, E.","Berzoy, A."
"Baethge, E.","Restrepo, J."
"Baethge, E.","Quizhpi, F."
"Berzoy, A.","Restrepo, J."
"Berzoy, A.","Quizhpi, F."
"Restrepo, J.","Quizhpi, F."
"Irtza, S.","Sethu, V."
"Irtza, S.","Le, P.N."
"Irtza, S.","Ambikairajah, E."
"Irtza, S.","Li, H."
"Sethu, V.","Le, P.N."
"Sethu, V.","Ambikairajah, E."
"Sethu, V.","Li, H."
"Le, P.N.","Ambikairajah, E."
"Le, P.N.","Li, H."
"Ambikairajah, E.","Li, H."
"Carrera-Suarez, L.F.","Navarro-Mendez, D.V."
"Carrera-Suarez, L.F.","Baquero-Escudero, M."
"Carrera-Suarez, L.F.","Valero-Nogueira, A."
"Navarro-Mendez, D.V.","Baquero-Escudero, M."
"Navarro-Mendez, D.V.","Valero-Nogueira, A."
"Baquero-Escudero, M.","Valero-Nogueira, A."
"Valero-Nogueira, A.","Baquero-Escudero, M."
"Tapia-Rosero, A.","De Mol, R."
"Tapia-Rosero, A.","De Tr, G."
"De Mol, R.","De Tr, G."
"Brown, J.","Hollier, S."
"Baazeem, I.S.","Al-Khalifa, H.S."
"Tapia-Rosero, A.","Bronselaer, A."
"Tapia-Rosero, A.","De Mol, R."
"Tapia-Rosero, A.","De Tr, G."
"Bronselaer, A.","De Mol, R."
"Bronselaer, A.","De Tr, G."
"De Mol, R.","De Tr, G."
"De Tr, G.","De Mol, R."
"Irtza, S.","Sethu, V."
"Irtza, S.","Bavattichalil, H."
"Irtza, S.","Ambikairajah, E."
"Irtza, S.","Li, H."
"Sethu, V.","Bavattichalil, H."
"Sethu, V.","Ambikairajah, E."
"Sethu, V.","Li, H."
"Bavattichalil, H.","Ambikairajah, E."
"Bavattichalil, H.","Li, H."
"Ambikairajah, E.","Li, H."
"Sanchez-Gordon, S.","Lujan-Mora, S."
"Sanchez-Gordon, S.","Lujn-Mora, S."
"Zhu, X.","Zhang, T."
"Lin, W.","Wong, H."
"Xu, Z.","Wang, H."
"Lantsoght, E.O.L.","Van Der Veen, C."
"Lantsoght, E.O.L.","De Boer, A."
"Van Der Veen, C.","De Boer, A."
"Martn-Garca, J.F.","Mora-Jimnez, I."
"Martn-Garca, J.F.","Garca-Alberola, A."
"Martn-Garca, J.F.","Rojo-lvarez, J.L."
"Mora-Jimnez, I.","Garca-Alberola, A."
"Mora-Jimnez, I.","Rojo-lvarez, J.L."
"Garca-Alberola, A.","Rojo-lvarez, J.L."
"Hidalgo, V.H.","Luo, X.W."
"Hidalgo, V.H.","Escaler, X."
"Hidalgo, V.H.","Ji, J."
"Hidalgo, V.H.","Aguinaga, A."
"Luo, X.W.","Escaler, X."
"Luo, X.W.","Ji, J."
"Luo, X.W.","Aguinaga, A."
"Escaler, X.","Ji, J."
"Escaler, X.","Aguinaga, A."
"Ji, J.","Aguinaga, A."
"Morales, J.A.","Orduna, E.A."
"Morales, J.A.","Cabral, R.J."
"Morales, J.A.","Bretas, A.S."
"Orduna, E.A.","Cabral, R.J."
"Orduna, E.A.","Bretas, A.S."
"Cabral, R.J.","Bretas, A.S."
"Bretas, A.S.","Cabral, R.J."
"Auquilla, A.","Heremans, S."
"Auquilla, A.","Vanegas, P."
"Auquilla, A.","Van Orshoven, J."
"Heremans, S.","Vanegas, P."
"Heremans, S.","Van Orshoven, J."
"Vanegas, P.","Van Orshoven, J."
"Van Orshoven, J.","Vanegas, P."
"Vaca, C.","Mantrach, A."
"Vaca, C.","Jaimes, A."
"Vaca, C.","Saerens, M."
"Mantrach, A.","Jaimes, A."
"Mantrach, A.","Saerens, M."
"Jaimes, A.","Saerens, M."
"Saerens, M.","Jaimes, A."
"Alba-Cabrera, E.","Ibarra-Fiallo, J."
"Alba-Cabrera, E.","Godoy-Calderon, S."
"Alba-Cabrera, E.","Cervantes-Alonso, F."
"Ibarra-Fiallo, J.","Godoy-Calderon, S."
"Ibarra-Fiallo, J.","Cervantes-Alonso, F."
"Godoy-Calderon, S.","Cervantes-Alonso, F."
"Cervantes-Alonso, F.","Godoy-Calderon, S."
"Cepeda, J.C.","Rueda, J.L."
"Cepeda, J.C.","Erlich, I."
"Cepeda, J.C.","Sowa, P."
"Rueda, J.L.","Erlich, I."
"Rueda, J.L.","Sowa, P."
"Erlich, I.","Sowa, P."
"Sowa, P.","Erlich, I."
"Pineda-Lpez, F.M.","Martnez-Fernndez, A."
"Pineda-Lpez, F.M.","Rojo-lvarez, J.L."
"Pineda-Lpez, F.M.","Blanco-Velasco, M."
"Martnez-Fernndez, A.","Rojo-lvarez, J.L."
"Martnez-Fernndez, A.","Blanco-Velasco, M."
"Rojo-lvarez, J.L.","Blanco-Velasco, M."
"Grfe, M.","Klauber, C."
"Grfe, M.","Gan, B."
"Grfe, M.","Tappero, R.V."
"Klauber, C.","Gan, B."
"Klauber, C.","Tappero, R.V."
"Gan, B.","Tappero, R.V."
"Snchez-Caro, A.","Soguero-Ruiz, C."
"Snchez-Caro, A.","Mora-Jimnez, I."
"Snchez-Caro, A.","Lechuga, L."
"Snchez-Caro, A.","Ramos-Lpez, J."
"Snchez-Caro, A.","Garca-Alberola, A."
"Snchez-Caro, A.","Serrano-Balazote, P."
"Snchez-Caro, A.","Rojo-lvarez, J.L."
"Soguero-Ruiz, C.","Mora-Jimnez, I."
"Soguero-Ruiz, C.","Lechuga, L."
"Soguero-Ruiz, C.","Ramos-Lpez, J."
"Soguero-Ruiz, C.","Garca-Alberola, A."
"Soguero-Ruiz, C.","Serrano-Balazote, P."
"Soguero-Ruiz, C.","Rojo-lvarez, J.L."
"Mora-Jimnez, I.","Lechuga, L."
"Mora-Jimnez, I.","Ramos-Lpez, J."
"Mora-Jimnez, I.","Garca-Alberola, A."
"Mora-Jimnez, I.","Serrano-Balazote, P."
"Mora-Jimnez, I.","Rojo-lvarez, J.L."
"Lechuga, L.","Ramos-Lpez, J."
"Lechuga, L.","Garca-Alberola, A."
"Lechuga, L.","Serrano-Balazote, P."
"Lechuga, L.","Rojo-lvarez, J.L."
"Ramos-Lpez, J.","Garca-Alberola, A."
"Ramos-Lpez, J.","Serrano-Balazote, P."
"Ramos-Lpez, J.","Rojo-lvarez, J.L."
"Garca-Alberola, A.","Serrano-Balazote, P."
"Garca-Alberola, A.","Rojo-lvarez, J.L."
"Serrano-Balazote, P.","Rojo-lvarez, J.L."
"Cumbal, L.","German, M."
"Cumbal, L.","SenGupta, A."
"Cumbal, L.","Shengheng, H."
"German, M.","SenGupta, A."
"German, M.","Shengheng, H."
"SenGupta, A.","Shengheng, H."
"Amato, A.","Lumbreras, F."
"Amato, A.","Sappa, A.D."
"Lumbreras, F.","Sappa, A.D."
"Nader, R.","Kelso, T.S."
"Wang, Z.","Zhang, J."
"Hidalgo, V.","Luo, X.-W."
"Hidalgo, V.","Escaler, X."
"Hidalgo, V.","Ji, B."
"Hidalgo, V.","Aguinaga, A."
"Luo, X.-W.","Escaler, X."
"Luo, X.-W.","Ji, B."
"Luo, X.-W.","Aguinaga, A."
"Escaler, X.","Ji, B."
"Escaler, X.","Aguinaga, A."
"Ji, B.","Escaler, X."
"Ji, B.","Aguinaga, A."
"Aguinaga, A.","Ji, B."
"Barrade, P.","Coulinge, E."
"Barrade, P.","Rufer, A."
"Coulinge, E.","Rufer, A."
"Zumel, P.","Ona, E."
"Zumel, P.","Fernandez, C."
"Zumel, P.","Sanz, M."
"Zumel, P.","Lazaro, A."
"Zumel, P.","Barrado, A."
"Zumel, P.","Vazquez, A."
"Zumel, P.","Lamar, D.G."
"Ona, E.","Fernandez, C."
"Ona, E.","Sanz, M."
"Ona, E.","Lazaro, A."
"Ona, E.","Barrado, A."
"Ona, E.","Vazquez, A."
"Ona, E.","Lamar, D.G."
"Fernandez, C.","Sanz, M."
"Fernandez, C.","Lazaro, A."
"Fernandez, C.","Barrado, A."
"Fernandez, C.","Vazquez, A."
"Fernandez, C.","Lamar, D.G."
"Sanz, M.","Lazaro, A."
"Sanz, M.","Barrado, A."
"Sanz, M.","Vazquez, A."
"Sanz, M.","Lamar, D.G."
"Lazaro, A.","Barrado, A."
"Lazaro, A.","Vazquez, A."
"Lazaro, A.","Lamar, D.G."
"Barrado, A.","Vazquez, A."
"Barrado, A.","Lamar, D.G."
"Vazquez, A.","Lamar, D.G."
"Xu, Y.","Liu, D."
"Xu, Y.","Wei, Q."
"Liu, D.","Wei, Q."
"Aghababaei, S.","Makrehchi, M."
"Luo, X.","Xuan, J."
"Luo, X.","Lu, J."
"Luo, X.","Zhang, G."
"Xuan, J.","Lu, J."
"Xuan, J.","Zhang, G."
"Lu, J.","Zhang, G."
"Zhang, G.","Lu, J."
"Tu, D.","Chen, L."
"Tu, D.","Chen, G.-C."
"Tu, D.","Wu, Y."
"Tu, D.","Wang, J.-C."
"Chen, L.","Chen, G.-C."
"Chen, L.","Wu, Y."
"Chen, L.","Wang, J.-C."
"Chen, G.-C.","Wu, Y."
"Chen, G.-C.","Wang, J.-C."
"Wu, Y.","Chen, G.-C."
"Wu, Y.","Wang, J.-C."
"Wang, J.-C.","Wu, Y."
"Tamura, N.","Kunz, M."
"Soguero-Ruiz, C.","Snchez-Caro, A."
"Soguero-Ruiz, C.","Mora-Jimnez, I."
"Soguero-Ruiz, C.","Lechuga, L."
"Soguero-Ruiz, C.","Garca-Alberola, A."
"Soguero-Ruiz, C.","Rojo-lvarez, J.L."
"Snchez-Caro, A.","Mora-Jimnez, I."
"Snchez-Caro, A.","Lechuga, L."
"Snchez-Caro, A.","Garca-Alberola, A."
"Snchez-Caro, A.","Rojo-lvarez, J.L."
"Mora-Jimnez, I.","Lechuga, L."
"Mora-Jimnez, I.","Garca-Alberola, A."
"Mora-Jimnez, I.","Rojo-lvarez, J.L."
"Lechuga, L.","Garca-Alberola, A."
"Lechuga, L.","Rojo-lvarez, J.L."
"Garca-Alberola, A.","Rojo-lvarez, J.L."
"Motalleb, M.","Thornton, M."
"Motalleb, M.","Reihani, E."
"Motalleb, M.","Ghorbani, R."
"Thornton, M.","Reihani, E."
"Thornton, M.","Ghorbani, R."
"Reihani, E.","Ghorbani, R."
"Ghorbani, R.","Reihani, E."
"Granda, M.F.","Condori-Fernndez, N."
"Granda, M.F.","Vos, T.E.J."
"Granda, M.F.","Pastor, O."
"Condori-Fernndez, N.","Vos, T.E.J."
"Condori-Fernndez, N.","Pastor, O."
"Vos, T.E.J.","Pastor, O."
"Pastor, O.","Vos, T.E.J."
"Idrobo, J.C.","Zhou, W."
"Idrobo, J.C.","Kapetanakis, M."
"Idrobo, J.C.","Prange, M.P."
"Idrobo, J.C.","Basile, L."
"Idrobo, J.C.","Pantelides, S.T."
"Idrobo, J.C.","Pennycook, S.J."
"Zhou, W.","Kapetanakis, M."
"Zhou, W.","Prange, M.P."
"Zhou, W.","Basile, L."
"Zhou, W.","Pantelides, S.T."
"Zhou, W.","Pennycook, S.J."
"Kapetanakis, M.","Prange, M.P."
"Kapetanakis, M.","Basile, L."
"Kapetanakis, M.","Pantelides, S.T."
"Kapetanakis, M.","Pennycook, S.J."
"Prange, M.P.","Basile, L."
"Prange, M.P.","Pantelides, S.T."
"Prange, M.P.","Pennycook, S.J."
"Basile, L.","Pantelides, S.T."
"Basile, L.","Pennycook, S.J."
"Pantelides, S.T.","Pennycook, S.J."
"Del Brutto, O.H.","Engel, J., Jr."
"Del Brutto, O.H.","Eliashiv, D.S."
"Del Brutto, O.H.","Salamon, N."
"Del Brutto, O.H.","Garca, H.H."
"Engel, J., Jr.","Eliashiv, D.S."
"Engel, J., Jr.","Salamon, N."
"Engel, J., Jr.","Garca, H.H."
"Eliashiv, D.S.","Salamon, N."
"Eliashiv, D.S.","Garca, H.H."
"Salamon, N.","Garca, H.H."
"Lopes, V.V.","Scholz, T."
"Lopes, V.V.","Raischel, F."
"Lopes, V.V.","Lind, P.G."
"Scholz, T.","Raischel, F."
"Scholz, T.","Lind, P.G."
"Raischel, F.","Lind, P.G."
"Estrada, R.","Otrok, H."
"Estrada, R.","Dziong, Z."
"Otrok, H.","Dziong, Z."
"Jadn-Guerrero, J.","Guerrero, L.A."
"Creamer, G.G.","Creamer, B."
"Basile, L.","Liu, L."
"Basile, L.","Gu, G."
"Basile, L.","Idrobo, J.-C."
"Liu, L.","Gu, G."
"Liu, L.","Idrobo, J.-C."
"Gu, G.","Idrobo, J.-C."
"Jativa-Ibarra, J.","Navarro-Mendez, G."
"Jativa-Ibarra, J.","Quilumba, F.L."
"Jativa-Ibarra, J.","Lee, W.-J."
"Navarro-Mendez, G.","Quilumba, F.L."
"Navarro-Mendez, G.","Lee, W.-J."
"Quilumba, F.L.","Lee, W.-J."
"Benalcazar, M.E.","Brun, M."
"Benalcazar, M.E.","Ballarin, V.L."
"Brun, M.","Ballarin, V.L."
"Villarroel, A.","Estrella, K."
"Villarroel, A.","Lopez, F."
"Villarroel, A.","Gallegos, M."
"Estrella, K.","Lopez, F."
"Estrella, K.","Gallegos, M."
"Lopez, F.","Gallegos, M."
"Chvez, J.P.","Wiercigroch, M."
"Chvez, J.P.","Pavlovskaia, E.E."
"Wiercigroch, M.","Pavlovskaia, E.E."
"Granda, M.F.","Condori-Fernandez, N."
"Granda, M.F.","Vos, T.E.J."
"Granda, M.F.","Pastor, O."
"Condori-Fernandez, N.","Vos, T.E.J."
"Condori-Fernandez, N.","Pastor, O."
"Vos, T.E.J.","Pastor, O."
"Pastor, O.","Vos, T.E.J."
"Srikanth, H.","Hettiarachchi, C."
"Srikanth, H.","Do, H."
"Hettiarachchi, C.","Do, H."
"Granda, M.F.","Condori-Fernndez, N."
"Granda, M.F.","Vos, T.E.J."
"Granda, M.F.","Pastor, O."
"Condori-Fernndez, N.","Vos, T.E.J."
"Condori-Fernndez, N.","Pastor, O."
"Vos, T.E.J.","Pastor, O."
"Pastor, O.","Vos, T.E.J."
"Carpio, A.","Romo, M.L."
"Del Brutto, O.H.","Engel, J."
"Del Brutto, O.H.","Eliashiv, D.S."
"Del Brutto, O.H.","Garca, H.H."
"Engel, J.","Eliashiv, D.S."
"Engel, J.","Garca, H.H."
"Eliashiv, D.S.","Garca, H.H."
"Gonzales, I.","Rivera, J.T."
"Gonzales, I.","Garcia, H.H."
"Rivera, J.T.","Garcia, H.H."
"Chvez, J.P.","Wiercigroch, M."
"Chvez, J.P.","Hamaneh, S.V.V."
"Wiercigroch, M.","Hamaneh, S.V.V."
"Viola, J.","Quizhpi, F."
"Viola, J.","Restrepo, J."
"Viola, J.","Pesantez, J.P."
"Viola, J.","Sanchez, M.M."
"Quizhpi, F.","Restrepo, J."
"Quizhpi, F.","Pesantez, J.P."
"Quizhpi, F.","Sanchez, M.M."
"Restrepo, J.","Pesantez, J.P."
"Restrepo, J.","Sanchez, M.M."
"Pesantez, J.P.","Sanchez, M.M."
"Yaya, O.S.","Gil-Alana, L.A."
"Yaya, O.S.","Carcel, H."
"Gil-Alana, L.A.","Carcel, H."
"Frank Vijay, J.","Hariharan, B."
"Han, Y.","Lee, D.-H."
"Han, Y.","Choi, B."
"Han, Y.","Hinchey, M."
"Han, Y.","In, H.P."
"Lee, D.-H.","Choi, B."
"Lee, D.-H.","Hinchey, M."
"Lee, D.-H.","In, H.P."
"Choi, B.","Hinchey, M."
"Choi, B.","In, H.P."
"Hinchey, M.","In, H.P."
"Bustos, J.A.","Garca, H.H."
"Bustos, J.A.","Del Brutto, O.H."
"Garca, H.H.","Del Brutto, O.H."
"Zhou, Y.","Cheng, M."
"Zhou, Y.","Chen, X."
"Cheng, M.","Chen, X."
"Gomez A, H.F.","Arias T, S.A."
"Gomez A, H.F.","Torres, P.V."
"Gomez A, H.F.","Garcia, J."
"Arias T, S.A.","Torres, P.V."
"Arias T, S.A.","Garcia, J."
"Torres, P.V.","Garcia, J."
"Garcia, J.","Torres, P.V."
"Arevalo, G.V.","Sierra, J.E."
"Arevalo, G.V.","Hincapie, R.C."
"Sierra, J.E.","Hincapie, R.C."
"Espinosa, N.D.","Vila M., J.A."
"Espinosa, N.D.","Acosta, T.E."
"Espinosa, N.D.","Leon, R.P."
"Espinosa, N.D.","Urbina, W.M."
"Espinosa, N.D.","Vega, C.N."
"Vila M., J.A.","Acosta, T.E."
"Vila M., J.A.","Leon, R.P."
"Vila M., J.A.","Urbina, W.M."
"Vila M., J.A.","Vega, C.N."
"Acosta, T.E.","Leon, R.P."
"Acosta, T.E.","Urbina, W.M."
"Acosta, T.E.","Vega, C.N."
"Leon, R.P.","Urbina, W.M."
"Leon, R.P.","Vega, C.N."
"Urbina, W.M.","Vega, C.N."
"Aguirre, P.","Diaz, E."
"Aguirre, P.","Gentina, J.C."
"Diaz, E.","Gentina, J.C."
"Briones, J.M.","Coronel, M.A."
"Briones, J.M.","Chavez-Burbano, P."
"Coronel, M.A.","Chavez-Burbano, P."
"Quilumba, F.L.","Lee, W.-J."
"Quilumba, F.L.","Jtiva-Ibarra, J."
"Lee, W.-J.","Jtiva-Ibarra, J."
"Jtiva-Ibarra, J.","Morales, M.I."
"Jtiva-Ibarra, J.","Cabrera, W.J."
"Jtiva-Ibarra, J.","Quilumba, F.L."
"Jtiva-Ibarra, J.","Lee, W.-J."
"Morales, M.I.","Cabrera, W.J."
"Morales, M.I.","Quilumba, F.L."
"Morales, M.I.","Lee, W.-J."
"Cabrera, W.J.","Quilumba, F.L."
"Cabrera, W.J.","Lee, W.-J."
"Quilumba, F.L.","Lee, W.-J."
"Poveda, P.","Izurieta, A."
"Poveda, P.","Lozada, J."
"Poveda, P.","Rios, F."
"Poveda, P.","Scott, M.S."
"Izurieta, A.","Lozada, J."
"Izurieta, A.","Rios, F."
"Izurieta, A.","Scott, M.S."
"Lozada, J.","Rios, F."
"Lozada, J.","Scott, M.S."
"Rios, F.","Scott, M.S."
"Casado, A.M.","B, E.R.Y."
"Casado, A.M.","Pelez, J.I."
"B, E.R.Y.","Pelez, J.I."
"Custodio, R.","Silva, R."
"Custodio, R.","Silva, J.S."
"Custodio, R.","Nunes, D."
"Custodio, R.","Boavida, F."
"Custodio, R.","Herrera, C."
"Silva, R.","Silva, J.S."
"Silva, R.","Nunes, D."
"Silva, R.","Boavida, F."
"Silva, R.","Herrera, C."
"Silva, J.S.","Nunes, D."
"Silva, J.S.","Boavida, F."
"Silva, J.S.","Herrera, C."
"Nunes, D.","Boavida, F."
"Nunes, D.","Herrera, C."
"Boavida, F.","Herrera, C."
"Ramos, P.H.","Garca-Pealvo, F.J."
"Echeverra, V.","Gomez, J.C."
"Echeverra, V.","Moens, M.-F."
"Gomez, J.C.","Moens, M.-F."
"Alba-Cabrera, E.","Ibarra-Fiallo, J."
"Alba-Cabrera, E.","Godoy-Calderon, S."
"Ibarra-Fiallo, J.","Godoy-Calderon, S."
"Piedra, N.","Chicaiza, J."
"Piedra, N.","Lpez, J."
"Piedra, N.","Tovar, E."
"Chicaiza, J.","Lpez, J."
"Chicaiza, J.","Tovar, E."
"Lpez, J.","Tovar, E."
"Tovar, E.","Lpez, J."
"Oswell, J.M.","Chiriboga, G."
"Inga, E.","Hincapi, R."
"Inga, E.","Surez, C."
"Inga, E.","Arvalo, G."
"Hincapi, R.","Surez, C."
"Hincapi, R.","Arvalo, G."
"Surez, C.","Arvalo, G."
"Arvalo, G.","Surez, C."
"Arvalo, G.V.","Hincapi, R.C."
"Arvalo, G.V.","Sierra, J.E."
"Hincapi, R.C.","Sierra, J.E."
"Heartfield, R.","Loukas, G."
"Acua, F.","Gordn, A."
"Acua, F.","Nez, W."
"Gordn, A.","Nez, W."
"Gonzlez-Guevara, V.I.","Godoy-Calderon, S."
"Gonzlez-Guevara, V.I.","Alba-Cabrera, E."
"Gonzlez-Guevara, V.I.","Ibarra-Fiallo, J."
"Godoy-Calderon, S.","Alba-Cabrera, E."
"Godoy-Calderon, S.","Ibarra-Fiallo, J."
"Alba-Cabrera, E.","Ibarra-Fiallo, J."
"Ibarra-Fiallo, J.","Alba-Cabrera, E."
"Prez, D.","Inga, E."
"Prez, D.","Hincapi, R."
"Inga, E.","Hincapi, R."
"Worsley, M.","Chiluiza, K."
"Worsley, M.","Grafsgaard, J.F."
"Worsley, M.","Ochoa, X."
"Chiluiza, K.","Grafsgaard, J.F."
"Chiluiza, K.","Ochoa, X."
"Grafsgaard, J.F.","Ochoa, X."
"Ochoa, X.","Grafsgaard, J.F."
"Prieto, L.P.","Sharma, K."
"Prieto, L.P.","Dillenbourg, P."
"Prieto, L.P.","Jess, M."
"Sharma, K.","Dillenbourg, P."
"Sharma, K.","Jess, M."
"Dillenbourg, P.","Jess, M."
"Jess, M.","Dillenbourg, P."
"Ibez, J.J.C.","Calvo, E.M."
"Ibez, J.J.C.","De La Escalera, L.M.M."
"Ibez, J.J.C.","Ramos, H.R."
"Ibez, J.J.C.","Fernando, E.G."
"Ibez, J.J.C.","Gmez, L.M."
"Calvo, E.M.","De La Escalera, L.M.M."
"Calvo, E.M.","Ramos, H.R."
"Calvo, E.M.","Fernando, E.G."
"Calvo, E.M.","Gmez, L.M."
"De La Escalera, L.M.M.","Ramos, H.R."
"De La Escalera, L.M.M.","Fernando, E.G."
"De La Escalera, L.M.M.","Gmez, L.M."
"Ramos, H.R.","Fernando, E.G."
"Ramos, H.R.","Gmez, L.M."
"Fernando, E.G.","Gmez, L.M."
"Quispe, L.E.","Galan, L.M."
"Cela, A.F.","Bergasa, L.M."
"Cela, A.F.","Sanchez, F.L."
"Cela, A.F.","Herrera, M.A."
"Bergasa, L.M.","Sanchez, F.L."
"Bergasa, L.M.","Herrera, M.A."
"Sanchez, F.L.","Herrera, M.A."
"Herrera, M.A.","Sanchez, F.L."
"Tovar, E.","Lopez-Vargas, J.A."
"Tovar, E.","Piedra, N.O."
"Tovar, E.","Chicaiza, J.A."
"Lopez-Vargas, J.A.","Piedra, N.O."
"Lopez-Vargas, J.A.","Chicaiza, J.A."
"Piedra, N.O.","Chicaiza, J.A."
"Valencia-Redrovan, D.P.","Hurtado-Ortiz, J.P."
"Valencia-Redrovan, D.P.","Carrion-Torres, B.O."
"Valencia-Redrovan, D.P.","Montesdeoca-Contreras, J.C."
"Valencia-Redrovan, D.P.","Bermeo-Maldonad, A.V."
